,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_purch,mnth_purch,i5_dist
54,4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,2015,3,10215.079737971095
55,9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,2014,5,7955.9464730877435
56,9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.11399999999999,2250,4500,2014,8,44081.75234622754
57,2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.12200000000001,2690,4750,2015,4,42115.30501829987
58,7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,2014,8,48582.34208270351
59,8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,2015,2,29089.13746419131
60,1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,2014,12,13618.354888381917
61,9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,2014,8,13211.38408783464
62,5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,2014,10,16264.360140355211
63,9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,2014,12,188.02689339735537
64,1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.29700000000001,1440,4080,2014,6,7517.043115989269
65,3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,2014,11,3919.5795312886253
66,3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.19200000000001,2750,11049,2014,9,30852.837239954417
67,3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,2014,10,8969.859322294938
68,1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,2014,8,45273.936716629505
69,1802000060,2014-06-12,1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,2014,6,26725.010067065734
70,1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,2014,9,40048.298275446716
71,1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,2015,1,35792.73923185675
72,8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,2014,6,9231.936791438586
73,5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,2014,7,63513.12254559002
74,3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,2015,3,54541.41747774248
75,3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.98700000000001,3240,35020,2014,11,76193.94294496028
76,4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,2014,10,48277.22119810126
77,2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.39399999999999,890,5060,2015,4,17847.743142509466
78,6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,2014,6,2491.942494255385
79,1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,2015,3,66392.34915424218
80,5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,2014,12,70643.97474013852
81,7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,2014,12,64921.79099195857
82,9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,2014,10,3785.050811452236
83,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,2015,1,28716.825994779687
84,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,2014,6,3521.712000116254
85,4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,2014,11,9316.766949490482
86,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,2014,11,28296.63540218173
87,3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,2014,6,19851.70589660554
88,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,2014,5,19998.793923774127
89,3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,2014,9,17646.460844334542
90,2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.37200000000001,1980,7510,2014,5,15244.830868161123
91,5036300431,2015-03-11,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,2015,3,16857.00403090422
92,4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.321999999999996,-122.351,1350,10500,2015,2,13463.073730460284
93,6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,2014,7,14048.537516339062
94,6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,2014,12,14048.537516339062
95,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,2014,9,17508.331544219047
96,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,2015,3,4794.8128330329855
97,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.37799999999999,1160,6400,2014,9,18401.3107417833
98,722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2014,7,77441.80684867939
99,7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,2014,5,136111.80483611298
100,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,2014,6,1932.664958280138
101,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.37200000000001,1610,3478,2014,10,11498.162014303598
102,7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,2014,12,58515.73889513837
103,2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,2014,10,30004.292962437517
104,6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,2014,9,20759.03202700998
105,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2015,4,32713.780026871213
106,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,2014,5,12549.926512940114
107,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2014,7,7681.501490328687
108,1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.08200000000001,2990,35001,2015,3,59625.039993714985
109,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,2014,8,52702.703604850045
110,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,2014,7,55100.00332484723
111,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.34899999999999,1380,3536,2015,3,5601.419953986953
112,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,2014,9,64658.94238531524
113,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,2014,11,2988.9370681716655
114,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.25299999999999,2640,8517,2014,10,10479.728652646281
115,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,2014,11,9470.458669716278
116,3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.34700000000001,1620,3166,2014,6,5141.3240516122805
117,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.24799999999999,1190,6780,2014,6,5349.352136408026
118,3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,2015,1,6606.91695664662
119,1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.586999999999996,-122.294,1610,4040,2015,5,6482.5373665278885
120,7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.38600000000001,2340,10856,2015,1,15177.238962130967
121,6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,2014,11,24185.56452600629
122,3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.36399999999999,1710,6000,2015,4,8452.664588675229
123,3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,2014,11,6615.576841282364
124,3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,2014,6,54983.932978307384
125,4389200955,2015-03-02,1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,2015,3,27480.09759506564
126,4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,2014,7,8002.484733884734
127,8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,2014,7,22056.019462128286
128,2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,2014,6,7348.449517632633
129,7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,2015,4,103536.17899024885
130,3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,2015,1,38504.30192033359
131,9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,2015,4,54393.3484436653
132,1243100136,2014-06-12,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.696999999999996,-122.072,2480,88500,2014,6,61573.42666250202
133,8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.99799999999999,1690,1662,2014,5,69497.33810026254
134,2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,2015,1,13897.796701006768
135,921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,2014,8,440.47233840121083
136,3655000070,2014-08-05,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.29899999999999,1750,8140,2014,8,1275.0544839481372
137,4027700812,2014-05-29,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,2014,5,13094.519796101575
138,3992700335,2014-07-07,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,2014,7,9379.929314571888
139,2767603505,2014-05-07,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,2014,5,14303.18522542483
140,4232901525,2014-06-27,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.35799999999999,1170,3600,2014,6,7654.7222009191155
141,1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.12799999999999,2820,9375,2014,7,43557.39767252111
142,1432900240,2015-05-08,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,2015,5,22930.376658116784
143,6140100875,2015-04-15,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,2015,4,5475.479927875431
144,6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.17399999999999,2230,8824,2015,2,30416.49580485629
145,1526069017,2014-12-03,921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.02600000000001,2840,87991,2014,12,72932.24226191307
146,809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,2014,6,6678.4491971286525
147,3224079105,2014-08-06,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,2014,8,80509.52151331524
148,8075400570,2014-10-30,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,2014,10,1085.6970540088698
149,1994200024,2014-11-04,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,2014,11,1937.5663230831435
150,3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,2014,8,6309.847616622618
151,1324300398,2015-04-09,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,2015,4,9007.424414873209
152,537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,2015,3,2405.309419839215
153,7855801670,2015-04-01,2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,2015,4,34591.96252777678
154,7920100045,2014-05-16,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.678999999999995,-122.3,1010,5100,2014,5,5108.005495866743
155,8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,2014,7,21936.11321638502
156,6388930390,2014-11-20,650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.17200000000001,2640,13675,2014,11,25997.458406112437
157,8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,2014,8,17023.90231458174
158,8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.99600000000001,1160,7198,2014,11,82260.48976219584
